"sp","lon","lat"
"Akodon cursor",-36.18,-10.14
"Akodon cursor",-37.29,-10.81
"Akodon cursor",-37.42,-11.26
"Akodon cursor",-39.04,-13.53
"Akodon cursor",-39.14,-14.02
"Akodon cursor",-39.17,-15.21
"Akodon cursor",-38.94,-16.02
"Akodon cursor",-39.3,-16.51
"Akodon cursor",-39.84,-17.17
"Akodon cursor",-39.67,-17.29
"Akodon cursor",-43.35,-19.87
"Akodon cursor",-43.37,-19.9
"Akodon cursor",-40.53,-19.95
"Akodon cursor",-40.58,-19.95
"Akodon cursor",-40.6,-19.96
"Akodon cursor",-40.54,-19.97
"Akodon cursor",-40.58,-19.97
"Akodon cursor",-40.46,-20.37
"Akodon cursor",-40.45,-20.38
"Akodon cursor",-40.47,-20.38
"Akodon cursor",-41.87,-21.48
"Akodon cursor",-42.76,-22.47
"Akodon cursor",-43.01,-22.47
"Akodon cursor",-42.86,-22.51
"Akodon cursor",-42.88,-22.51
"Akodon cursor",-42.79,-22.52
"Akodon cursor",-42.35,-22.53
"Akodon cursor",-42.33,-22.54
"Akodon cursor",-42.8,-22.54
"Akodon cursor",-42.95,-22.56
"Akodon cursor",-42.97,-22.56
"Akodon cursor",-42.9,-22.58
"Akodon cursor",-42.86,-22.59
"Akodon cursor",-43.44,-22.92
"Akodon cursor",-43.46,-22.94
"Akodon cursor",-42.83,-22.95
"Akodon cursor",-44.09,-22.98
"Akodon cursor",-46.96,-23.67
"Akodon cursor",-48.1,-24.22
"Akodon cursor",-47.92,-25.07
"Akodon cursor",-48.64,-25.61
"Akodon cursor",-48.6,-25.66
"Akodon cursor",-48.6,-25.74
"Akodon cursor",-48.51,-27.6
"Akodon cursor",-35.07,-7.87
"Akodon cursor",-48.75,-22.17
"Akodon cursor",-48.03,-25.2
"Akodon cursor",-47.93,-25.16
"Akodon cursor",-47.85,-24.38
"Akodon cursor",-47.55,-24.72
"Akodon cursor",-47.05,-23.97
"Akodon cursor",-45.26,-16.51
"Akodon cursor",-44.83,-23.37
"Akodon cursor",-44.62,-22.43
"Akodon cursor",-44.58,-23.03
"Akodon cursor",-44.53,-22.32
"Akodon cursor",-44.51,-23.02
"Akodon cursor",-44.38,-22.88
"Akodon cursor",-44.37,-22.8
"Akodon cursor",-44.1,-22.92
"Akodon cursor",-44.02,-22.52
"Akodon cursor",-43.75,-18.09
"Akodon cursor",-43.73,-22.53
"Akodon cursor",-43.71,-22.61
"Akodon cursor",-43.43,-19.03
"Akodon cursor",-43.32,-21.97
"Akodon cursor",-43.27,-19.61
"Akodon cursor",-43.22,-22.85
"Akodon cursor",-42.97,-22.41
"Akodon cursor",-42.88,-20.75
"Akodon cursor",-42.87,-22.48
"Akodon cursor",-42.81,-16.62
"Akodon cursor",-42.77,-17.13
"Akodon cursor",-42.75,-22.52
"Akodon cursor",-42.75,-20.37
"Akodon cursor",-42.73,-22.42
"Akodon cursor",-42.7,-18.82
"Akodon cursor",-42.69,-17.08
"Akodon cursor",-42.67,-22.77
"Akodon cursor",-42.65,-22.03
"Akodon cursor",-42.65,-19.72
"Akodon cursor",-42.53,-22.28
"Akodon cursor",-42.45,-20.72
"Akodon cursor",-42.39,-22.65
"Akodon cursor",-42.28,-20.73
"Akodon cursor",-42.05,-22.23
"Akodon cursor",-42,-20.13
"Akodon cursor",-41.86,-19.07
"Akodon cursor",-41.72,-20.48
"Akodon cursor",-41.4,-12.55
"Akodon cursor",-41.35,-12.6
"Akodon cursor",-41.26,-12.8
"Akodon cursor",-41.25,-16.72
"Akodon cursor",-41.18,-20.6
"Akodon cursor",-40.82,-18.87
"Akodon cursor",-40.67,-20.37
"Akodon cursor",-40.6,-19.92
"Akodon cursor",-40.47,-19.27
"Akodon cursor",-40.42,-20.27
"Akodon cursor",-40,-18.78
"Akodon cursor",-39.74,-17.54
"Akodon cursor",-39.37,-15.45
"Akodon cursor",-39.17,-14.7
"Akodon cursor",-39.07,-15.3
"Akodon cursor",-39.04,-13.49
"Akodon cursor",-39.01,-15.35
"Akodon cursor",-35.83,-8.72
"Akodon cursor",-35.07,-7.12
"Akodon cursor",-34.98,-7.97
"Akodon montensis",-43.88,-19.63
"Akodon montensis",-40.61,-20.77
"Akodon montensis",-44.85,-20.91
"Akodon montensis",-44.84,-20.92
"Akodon montensis",-50.33,-20.92
"Akodon montensis",-48.01,-21.08
"Akodon montensis",-57.48,-21.08
"Akodon montensis",-44.99,-21.29
"Akodon montensis",-44.99,-21.3
"Akodon montensis",-44.56,-21.58
"Akodon montensis",-44.56,-21.59
"Akodon montensis",-48.17,-21.78
"Akodon montensis",-48.77,-22.18
"Akodon montensis",-42.72,-22.2
"Akodon montensis",-55.28,-22.25
"Akodon montensis",-47.48,-22.36
"Akodon montensis",-42.87,-22.38
"Akodon montensis",-44.72,-22.38
"Akodon montensis",-52.37,-22.4
"Akodon montensis",-47.55,-22.4
"Akodon montensis",-42.53,-22.43
"Akodon montensis",-52.28,-22.52
"Akodon montensis",-46.92,-22.72
"Akodon montensis",-44.68,-22.83
"Akodon montensis",-43.44,-22.93
"Akodon montensis",-45.08,-23.32
"Akodon montensis",-48.47,-23.34
"Akodon montensis",-48.44,-23.39
"Akodon montensis",-45.23,-23.43
"Akodon montensis",-46.96,-23.67
"Akodon montensis",-46.95,-23.68
"Akodon montensis",-46.95,-23.72
"Akodon montensis",-47,-23.74
"Akodon montensis",-47.12,-23.77
"Akodon montensis",-47.67,-23.93
"Akodon montensis",-55.45,-24.12
"Akodon montensis",-56.42,-24.12
"Akodon montensis",-55.32,-24.13
"Akodon montensis",-55.43,-24.15
"Akodon montensis",-55.7,-24.15
"Akodon montensis",-55.27,-24.15
"Akodon montensis",-55.37,-24.15
"Akodon montensis",-48.1,-24.22
"Akodon montensis",-48.33,-24.29
"Akodon montensis",-54.65,-24.45
"Akodon montensis",-55.35,-24.54
"Akodon montensis",-54.47,-24.82
"Akodon montensis",-56.48,-24.98
"Akodon montensis",-53.65,-25.07
"Akodon montensis",-57.32,-25.1
"Akodon montensis",-48.97,-25.48
"Akodon montensis",-55.48,-25.55
"Akodon montensis",-54.57,-25.58
"Akodon montensis",-48.6,-25.74
"Akodon montensis",-54.55,-25.97
"Akodon montensis",-56.83,-26.07
"Akodon montensis",-48.55,-26.26
"Akodon montensis",-51.33,-26.43
"Akodon montensis",-55.76,-26.46
"Akodon montensis",-55.88,-26.48
"Akodon montensis",-53.98,-26.52
"Akodon montensis",-58.1,-26.55
"Akodon montensis",-58.07,-26.63
"Akodon montensis",-49.67,-26.7
"Akodon montensis",-49.1,-27.05
"Akodon montensis",-54.95,-27.08
"Akodon montensis",-51.78,-27.14
"Akodon montensis",-51.73,-27.17
"Akodon montensis",-58.38,-27.18
"Akodon montensis",-48.51,-27.53
"Akodon montensis",-48.51,-27.6
"Akodon montensis",-55.32,-27.6
"Akodon montensis",-52.22,-28.04
"Akodon montensis",-52.19,-28.32
"Akodon montensis",-50.3,-29.27
"Akodon montensis",-50.2,-29.32
"Akodon montensis",-49.76,-29.37
"Akodon montensis",-50.19,-29.38
"Akodon montensis",-50.39,-29.42
"Akodon montensis",-50.15,-29.43
"Akodon montensis",-50.21,-29.48
"Akodon montensis",-50.2,-29.49
"Akodon montensis",-50.11,-29.51
"Akodon montensis",-53.85,-29.79
"Akodon montensis",-51.03,-30.23
"Akodon montensis",-50.35,-30.38
"Brucepattersonius iheringi",-48.65,-27.1
"Brucepattersonius iheringi",-48.8,-27.7
"Brucepattersonius iheringi",-48.9,-27.7
"Brucepattersonius iheringi",-49.1,-26.9
"Brucepattersonius iheringi",-49.2,-26.9
"Brucepattersonius iheringi",-49.4,-27.4
"Brucepattersonius iheringi",-49.5,-26.7
"Brucepattersonius iheringi",-50,-29.2
"Brucepattersonius iheringi",-50,-28.8
"Brucepattersonius iheringi",-50.4,-25.9
"Brucepattersonius iheringi",-50.4,-26.2
"Brucepattersonius iheringi",-51,-27.5
"Brucepattersonius iheringi",-51.2,-27.1
"Brucepattersonius iheringi",-51.9,-25.5
"Brucepattersonius iheringi",-52.1,-26.5
"Brucepattersonius iheringi",-52.3,-27.3
"Brucepattersonius iheringi",-52.4,-27
"Brucepattersonius iheringi",-52.4,-27.1
"Brucepattersonius iheringi",-52.5,-27
"Brucepattersonius iheringi",-52.6,-27.2
"Brucepattersonius iheringi",-52.6,-27.1
"Brucepattersonius iheringi",-52.9,-27.3
"Brucepattersonius iheringi",-53.7,-27.2
"Brucepattersonius iheringi",-50.7,-29.5
"Calomys expulsus",-39.14,-14.02
"Calomys expulsus",-45.96,-15.99
"Calomys expulsus",-47.93,-15.98
"Calomys expulsus",-47.85,-15.87
"Calomys expulsus",-47.94,-15.94
"Calomys expulsus",-45.9,-15.38
"Calomys expulsus",-56.85,-20.7
"Calomys expulsus",-47.13,-14.97
"Calomys expulsus",-46.28,-13.61
"Calomys expulsus",-48,-15.7
"Calomys expulsus",-48.01,-15.7
"Calomys expulsus",-48.01,-15.71
"Calomys expulsus",-47.99,-15.71
"Calomys expulsus",-47.71,-14.09
"Calomys expulsus",-47.7,-14.09
"Calomys expulsus",-46.11,-14.5
"Calomys expulsus",-51.72,-17.89
"Calomys expulsus",-45.96,-13.91
"Calomys expulsus",-45.96,-13.92
"Calomys expulsus",-45.9,-14.06
"Calomys expulsus",-45.87,-14.04
"Calomys expulsus",-45.95,-13.95
"Calomys expulsus",-45.95,-14
"Calomys expulsus",-45.92,-14.02
"Calomys expulsus",-48.05,-15.56
"Calomys expulsus",-47.26,-15.63
"Calomys expulsus",-57.05,-15.45
"Calomys expulsus",-44.15,-19.47
"Calomys expulsus",-57.56,-19.21
"Calomys expulsus",-57.63,-19.2
"Calomys expulsus",-47.82,-15.88
"Calomys expulsus",-47.82,-15.87
"Calomys expulsus",-47.87,-15.93
"Calomys expulsus",-47.84,-15.88
"Calomys expulsus",-50.72,-18.43
"Calomys expulsus",-55.3,-20.56
"Calomys expulsus",-52.89,-18.26
"Calomys expulsus",-51.97,-18.66
"Calomys expulsus",-45.95,-14.78
"Calomys expulsus",-47.71,-14.08
"Calomys expulsus",-48.33,-13.87
"Calomys expulsus",-43.95,-19.63
"Calomys expulsus",-47.83,-15.92
"Calomys expulsus",-47.71,-15.61
"Calomys expulsus",-48.96,-12.18
"Calomys tener",-48.01,-21.08
"Calomys tener",-44.56,-21.59
"Calomys tener",-47.48,-22.36
"Calomys tener",-52.37,-22.4
"Calomys tener",-52.28,-22.52
"Calomys tener",-47.63,-22.69
"Calomys tener",-48.47,-23.34
"Calomys tener",-48.44,-23.39
"Calomys tener",-45.23,-23.43
"Calomys tener",-46.96,-23.67
"Calomys tener",-55.35,-24.54
"Calomys tener",-55.76,-26.46
"Calomys tener",-48.51,-27.6
"Calomys tener",-47.85,-15.87
"Calomys tener",-47.94,-15.94
"Calomys tener",-45.9,-15.38
"Calomys tener",-44.17,-8.83
"Calomys tener",-43.97,-20.05
"Calomys tener",-48.57,-20.13
"Calomys tener",-46.28,-13.61
"Calomys tener",-48,-15.7
"Calomys tener",-48.01,-15.7
"Calomys tener",-47.99,-15.71
"Calomys tener",-47.71,-14.09
"Calomys tener",-47.7,-14.09
"Calomys tener",-51.72,-17.89
"Calomys tener",-45.97,-13.94
"Calomys tener",-45.9,-14.06
"Calomys tener",-45.87,-14.04
"Calomys tener",-45.95,-13.95
"Calomys tener",-45.95,-14
"Calomys tener",-45.92,-14.02
"Calomys tener",-48.03,-15.6
"Calomys tener",-47.29,-15.56
"Calomys tener",-47.63,-15.88
"Calomys tener",-47.71,-15.61
"Calomys tener",-57.05,-15.45
"Calomys tener",-45.01,-20.27
"Calomys tener",-55.45,-24.12
"Calomys tener",-46.85,-11.23
"Calomys tener",-46.17,-10.63
"Calomys tener",-52.89,-18.16
"Calomys tener",-52.95,-18.07
"Calomys tener",-52.87,-18.19
"Calomys tener",-53,-18.12
"Calomys tener",-52.89,-18.29
"Calomys tener",-52.88,-18.25
"Calomys tener",-52.82,-18.33
"Calomys tener",-47.87,-15.93
"Calomys tener",-47.84,-15.88
"Calomys tener",-50.72,-18.43
"Calomys tener",-51.97,-18.66
"Calomys tener",-45.95,-14.78
"Calomys tener",-45.97,-14.8
"Calomys tener",-45.97,-14.77
"Calomys tener",-48.77,-11.33
"Calomys tener",-47.64,-14.12
"Calomys tener",-43.63,-19.33
"Calomys tener",-43.97,-19.61
"Calomys tener",-43.95,-19.65
"Calomys tener",-43.13,-16.05
"Calomys tener",-44.43,-13.62
"Calomys tener",-48.93,-11.01
"Calomys tener",-48.3,-13.83
"Calomys tener",-48.08,-15.05
"Calomys tener",-48.81,-15.92
"Calomys tener",-47.4,-20.53
"Calomys tener",-47.31,-21.25
"Calomys tener",-46.9,-22.74
"Calomys tener",-47.06,-22.9
"Calomys tener",-48.32,-24.06
"Calomys tener",-51.57,-21.39
"Calomys tener",-50.97,-30.01
"Calomys tener",-50.27,-29.67
"Calomys tener",-55.71,-29.57
"Calomys tener",-55.27,-27.58
"Calomys tener",-55.87,-27.53
"Calomys tener",-56,-27.43
"Calomys tener",-58.38,-27.18
"Calomys tener",-55.53,-25.68
"Calomys tener",-55.49,-25.6
"Calomys tener",-55.28,-24.16
"Castoria angustidens",-41.86,-21.87
"Castoria angustidens",-52.37,-22.4
"Castoria angustidens",-52.28,-22.52
"Castoria angustidens",-46.96,-23.67
"Castoria angustidens",-48.09,-24.23
"Castoria angustidens",-48.33,-24.29
"Castoria angustidens",-51.33,-26.43
"Castoria angustidens",-49.67,-26.7
"Castoria angustidens",-48.51,-27.6
"Castoria angustidens",-43.88,-19.62
"Castoria angustidens",-42.02,-20.12
"Castoria angustidens",-41.72,-20.48
"Castoria angustidens",-41.8,-20.43
"Castoria angustidens",-40.98,-20.52
"Castoria angustidens",-42.52,-20.67
"Castoria angustidens",-42.1,-20.93
"Castoria angustidens",-46.17,-21.68
"Castoria angustidens",-41.68,-21.75
"Castoria angustidens",-46.72,-21.92
"Castoria angustidens",-44.68,-22.33
"Castoria angustidens",-44.57,-22.35
"Castoria angustidens",-42.5,-22.37
"Castoria angustidens",-44.67,-22.38
"Castoria angustidens",-44.62,-22.43
"Castoria angustidens",-42.53,-22.43
"Castoria angustidens",-43.02,-22.45
"Castoria angustidens",-42.65,-22.45
"Castoria angustidens",-45.08,-22.47
"Castoria angustidens",-45.58,-22.73
"Castoria angustidens",-44.68,-22.83
"Castoria angustidens",-44.83,-23.18
"Castoria angustidens",-49.07,-23.6
"Castoria angustidens",-45.87,-23.63
"Castoria angustidens",-46.72,-23.72
"Castoria angustidens",-46.3,-23.77
"Castoria angustidens",-48.42,-24.33
"Castoria angustidens",-49.07,-25.35
"Castoria angustidens",-49,-25.43
"Castoria angustidens",-49.2,-25.53
"Castoria angustidens",-49.27,-25.95
"Castoria angustidens",-54.08,-25.98
"Castoria angustidens",-54.02,-27.2
"Castoria angustidens",-49.15,-27.7
"Castoria angustidens",-50.82,-27.97
"Castoria angustidens",-49.6,-28.02
"Castoria angustidens",-49.98,-29.07
"Castoria angustidens",-50.58,-29.43
"Castoria angustidens",-50.2,-29.48
"Cerradomys scotti",-47.85,-15.87
"Cerradomys scotti",-47.94,-15.94
"Cerradomys scotti",-47.95,-16
"Cerradomys scotti",-45.9,-15.38
"Cerradomys scotti",-56.85,-20.7
"Cerradomys scotti",-57.05,-15.45
"Cerradomys scotti",-44.17,-8.83
"Cerradomys scotti",-47.23,-10.5
"Cerradomys scotti",-47.13,-14.97
"Cerradomys scotti",-48.01,-15.73
"Cerradomys scotti",-43.97,-20.05
"Cerradomys scotti",-46.28,-13.61
"Cerradomys scotti",-48,-15.7
"Cerradomys scotti",-48.01,-15.7
"Cerradomys scotti",-47.99,-15.71
"Cerradomys scotti",-47.71,-14.1
"Cerradomys scotti",-47.7,-14.09
"Cerradomys scotti",-46.11,-14.5
"Cerradomys scotti",-45.96,-13.91
"Cerradomys scotti",-45.97,-13.94
"Cerradomys scotti",-45.9,-14.06
"Cerradomys scotti",-45.95,-13.95
"Cerradomys scotti",-45.95,-14
"Cerradomys scotti",-45.92,-14.02
"Cerradomys scotti",-55.33,-20.52
"Cerradomys scotti",-55.28,-20.4
"Cerradomys scotti",-47.87,-15.68
"Cerradomys scotti",-61,-14.75
"Cerradomys scotti",-46.85,-11.23
"Cerradomys scotti",-47.82,-15.88
"Cerradomys scotti",-47.82,-15.87
"Cerradomys scotti",-52.95,-18.07
"Cerradomys scotti",-52.87,-18.19
"Cerradomys scotti",-52.89,-18.29
"Cerradomys scotti",-52.88,-18.25
"Cerradomys scotti",-52.82,-18.33
"Cerradomys scotti",-47.87,-15.93
"Cerradomys scotti",-47.88,-15.94
"Cerradomys scotti",-47.84,-15.88
"Cerradomys scotti",-57.48,-21.08
"Cerradomys scotti",-51.97,-18.66
"Cerradomys scotti",-45.93,-14.77
"Cerradomys scotti",-45.97,-14.82
"Cerradomys scotti",-45.97,-14.77
"Cerradomys scotti",-47.71,-14.08
"Cerradomys scotti",-43.63,-19.33
"Cerradomys subflavus",-37.29,-10.81
"Cerradomys subflavus",-39.64,-15.93
"Cerradomys subflavus",-39.42,-16.29
"Cerradomys subflavus",-39.84,-17.17
"Cerradomys subflavus",-42.81,-20.24
"Cerradomys subflavus",-42.88,-20.25
"Cerradomys subflavus",-44.85,-20.91
"Cerradomys subflavus",-44.92,-21.26
"Cerradomys subflavus",-44.99,-21.29
"Cerradomys subflavus",-44.99,-21.3
"Cerradomys subflavus",-44.56,-21.58
"Cerradomys subflavus",-44.56,-21.59
"Cerradomys subflavus",-42.86,-22.59
"Cerradomys subflavus",-48.47,-23.34
"Cerradomys subflavus",-46.96,-23.67
"Cerradomys subflavus",-47.85,-15.87
"Cerradomys subflavus",-47.94,-15.94
"Cerradomys subflavus",-43.97,-20.05
"Cerradomys subflavus",-46.02,-16.62
"Cerradomys subflavus",-44.15,-19.47
"Cerradomys subflavus",-43.63,-19.33
"Cerradomys subflavus",-43.97,-20.04
"Cerradomys subflavus",-48.33,-13.86
"Cerradomys subflavus",-48.33,-13.88
"Cerradomys subflavus",-43.88,-19.99
"Cerradomys subflavus",-43.97,-19.61
"Cerradomys subflavus",-43.95,-19.63
"Cerradomys subflavus",-43.13,-16.05
"Cerradomys subflavus",-47.86,-15.94
"Clyomys laticeps",-48.02,-15.7
"Clyomys laticeps",-47.71,-14.1
"Clyomys laticeps",-47.7,-14.09
"Clyomys laticeps",-45.89,-14.05
"Clyomys laticeps",-45.92,-14.02
"Clyomys laticeps",-48.03,-15.6
"Clyomys laticeps",-47.29,-15.56
"Clyomys laticeps",-48.02,-15.63
"Clyomys laticeps",-55.45,-24.12
"Clyomys laticeps",-52.89,-18.16
"Clyomys laticeps",-52.95,-18.07
"Clyomys laticeps",-52.87,-18.19
"Clyomys laticeps",-52.89,-18.29
"Clyomys laticeps",-52.88,-18.25
"Clyomys laticeps",-52.82,-18.33
"Clyomys laticeps",-47.84,-15.88
"Clyomys laticeps",-44.55,-13.2
"Clyomys laticeps",-47.85,-15.67
"Clyomys laticeps",-47.58,-15.57
"Clyomys laticeps",-48.85,-15.67
"Clyomys laticeps",-53.13,-17.68
"Clyomys laticeps",-48.5,-18
"Clyomys laticeps",-51.77,-12.85
"Clyomys laticeps",-56.45,-21.17
"Clyomys laticeps",-54.07,-19.52
"Clyomys laticeps",-57.58,-19.03
"Clyomys laticeps",-43.9,-19.62
"Clyomys laticeps",-46.25,-20.17
"Clyomys laticeps",-47.25,-19.33
"Clyomys laticeps",-47.62,-19.87
"Clyomys laticeps",-47.07,-22.87
"Clyomys laticeps",-48.12,-22.25
"Clyomys laticeps",-47.8,-22.1
"Clyomys laticeps",-48.03,-23.6
"Clyomys laticeps",-56.12,-23.08
"Clyomys laticeps",-56.2,-23.78
"Clyomys laticeps",-55.28,-24.15
"Delomys dorsalis",-42.97,-22.45
"Delomys dorsalis",-48.33,-24.29
"Delomys dorsalis",-48.26,-25.15
"Delomys dorsalis",-51.33,-26.43
"Delomys dorsalis",-49.67,-26.7
"Delomys dorsalis",-49.1,-27.05
"Delomys dorsalis",-51.78,-27.14
"Delomys dorsalis",-48.51,-27.6
"Delomys dorsalis",-49.59,-28.6
"Delomys dorsalis",-49.76,-28.84
"Delomys dorsalis",-50.08,-29.17
"Delomys dorsalis",-50.2,-29.32
"Delomys dorsalis",-50.19,-29.38
"Delomys dorsalis",-50.39,-29.42
"Delomys dorsalis",-50.2,-29.49
"Delomys dorsalis",-50.11,-29.51
"Delomys dorsalis",-42.33,-22.32
"Delomys dorsalis",-42.74,-22.35
"Delomys dorsalis",-44.69,-22.35
"Delomys dorsalis",-44.55,-22.37
"Delomys dorsalis",-44.84,-22.38
"Delomys dorsalis",-42.97,-22.41
"Delomys dorsalis",-44.64,-22.42
"Delomys dorsalis",-42.93,-22.44
"Delomys dorsalis",-44.62,-22.44
"Delomys dorsalis",-43.04,-22.46
"Delomys dorsalis",-45.08,-22.47
"Delomys dorsalis",-45.27,-22.55
"Delomys dorsalis",-45.18,-22.6
"Delomys dorsalis",-44.32,-22.68
"Delomys dorsalis",-44.62,-22.72
"Delomys dorsalis",-45.59,-22.74
"Delomys dorsalis",-44.71,-23.22
"Delomys dorsalis",-46.04,-23.57
"Delomys dorsalis",-45.87,-23.63
"Delomys dorsalis",-46.32,-23.78
"Delomys dorsalis",-46.15,-23.85
"Delomys dorsalis",-47.98,-23.88
"Delomys dorsalis",-47.45,-23.91
"Delomys dorsalis",-48.37,-24.1
"Delomys dorsalis",-50,-24.78
"Delomys dorsalis",-49.06,-25.31
"Delomys dorsalis",-49.08,-25.37
"Delomys dorsalis",-48.9,-25.35
"Delomys dorsalis",-49.06,-25.43
"Delomys dorsalis",-49.21,-25.53
"Delomys dorsalis",-54.77,-26.62
"Delomys dorsalis",-49.99,-29.07
"Delomys dorsalis",-50.78,-29.65
"Delomys dorsalis",-49.59,-28.01
"Delomys sublineatus",-41.86,-21.87
"Delomys sublineatus",-42.93,-22.36
"Delomys sublineatus",-46.6,-23.37
"Delomys sublineatus",-46.96,-23.67
"Delomys sublineatus",-46.95,-23.68
"Delomys sublineatus",-46.95,-23.72
"Delomys sublineatus",-47,-23.74
"Delomys sublineatus",-47.12,-23.77
