"sp","lon","lat"
"Delomys sublineatus",-48.1,-24.22
"Delomys sublineatus",-48.24,-25.15
"Delomys sublineatus",-48.26,-25.15
"Delomys sublineatus",-48.64,-25.61
"Delomys sublineatus",-48.6,-25.74
"Delomys sublineatus",-49.67,-26.7
"Delomys sublineatus",-48.51,-27.6
"Delomys sublineatus",-43.43,-19.04
"Delomys sublineatus",-40.6,-19.94
"Delomys sublineatus",-42,-20.12
"Delomys sublineatus",-41,-20.41
"Delomys sublineatus",-41.1,-20.52
"Delomys sublineatus",-41.2,-20.6
"Delomys sublineatus",-42.41,-20.61
"Delomys sublineatus",-42.49,-20.72
"Delomys sublineatus",-41.47,-20.77
"Delomys sublineatus",-41.11,-20.85
"Delomys sublineatus",-42.01,-21.96
"Delomys sublineatus",-42.67,-22.05
"Delomys sublineatus",-42.53,-22.28
"Delomys sublineatus",-42.33,-22.32
"Delomys sublineatus",-42.97,-22.41
"Delomys sublineatus",-42.98,-22.43
"Delomys sublineatus",-44.62,-22.72
"Delomys sublineatus",-46.63,-23.46
"Delomys sublineatus",-46.04,-23.57
"Delomys sublineatus",-45.87,-23.63
"Delomys sublineatus",-47.02,-23.69
"Delomys sublineatus",-46.3,-23.78
"Delomys sublineatus",-47.45,-23.84
"Delomys sublineatus",-47.48,-23.89
"Delomys sublineatus",-47.51,-23.96
"Delomys sublineatus",-48.37,-24.1
"Delomys sublineatus",-48.24,-24.18
"Delomys sublineatus",-47.4,-24.66
"Delomys sublineatus",-47.47,-24.68
"Delomys sublineatus",-47.92,-24.7
"Delomys sublineatus",-48.72,-25.45
"Delomys sublineatus",-49.23,-26.43
"Didelphis aurita",-37.29,-10.81
"Didelphis aurita",-37.42,-11.26
"Didelphis aurita",-39.04,-13.53
"Didelphis aurita",-39.71,-13.58
"Didelphis aurita",-39.23,-13.7
"Didelphis aurita",-39.14,-14.02
"Didelphis aurita",-39.06,-15.17
"Didelphis aurita",-39.39,-15.2
"Didelphis aurita",-39.17,-15.21
"Didelphis aurita",-39.16,-15.62
"Didelphis aurita",-39.37,-15.97
"Didelphis aurita",-39.42,-16.29
"Didelphis aurita",-39.3,-16.51
"Didelphis aurita",-39.91,-16.6
"Didelphis aurita",-39.67,-17.29
"Didelphis aurita",-40.07,-19.15
"Didelphis aurita",-42.55,-19.55
"Didelphis aurita",-43.35,-19.87
"Didelphis aurita",-43.37,-19.9
"Didelphis aurita",-40.53,-19.95
"Didelphis aurita",-40.58,-19.95
"Didelphis aurita",-40.6,-19.96
"Didelphis aurita",-40.54,-19.97
"Didelphis aurita",-40.58,-19.97
"Didelphis aurita",-42.82,-20.24
"Didelphis aurita",-42.88,-20.25
"Didelphis aurita",-40.33,-20.3
"Didelphis aurita",-40.46,-20.37
"Didelphis aurita",-40.45,-20.38
"Didelphis aurita",-40.47,-20.38
"Didelphis aurita",-40.6,-20.77
"Didelphis aurita",-44.92,-21.26
"Didelphis aurita",-44.99,-21.29
"Didelphis aurita",-44.99,-21.3
"Didelphis aurita",-41.87,-21.48
"Didelphis aurita",-42.93,-22.36
"Didelphis aurita",-47.48,-22.36
"Didelphis aurita",-52.37,-22.4
"Didelphis aurita",-42.97,-22.45
"Didelphis aurita",-42.76,-22.47
"Didelphis aurita",-43.01,-22.47
"Didelphis aurita",-42.86,-22.51
"Didelphis aurita",-42.88,-22.51
"Didelphis aurita",-42.79,-22.52
"Didelphis aurita",-52.28,-22.52
"Didelphis aurita",-42.32,-22.53
"Didelphis aurita",-42.35,-22.53
"Didelphis aurita",-42.8,-22.54
"Didelphis aurita",-42.95,-22.56
"Didelphis aurita",-42.97,-22.56
"Didelphis aurita",-42.9,-22.58
"Didelphis aurita",-42.86,-22.59
"Didelphis aurita",-43.44,-22.92
"Didelphis aurita",-43.46,-22.93
"Didelphis aurita",-44.09,-22.98
"Didelphis aurita",-45.08,-23.32
"Didelphis aurita",-48.44,-23.39
"Didelphis aurita",-45.23,-23.43
"Didelphis aurita",-47,-23.74
"Didelphis aurita",-47.12,-23.77
"Didelphis aurita",-47.67,-23.93
"Didelphis aurita",-55.43,-24.15
"Didelphis aurita",-48.1,-24.22
"Didelphis aurita",-47.03,-24.39
"Didelphis aurita",-55.35,-24.54
"Didelphis aurita",-54.47,-24.82
"Didelphis aurita",-47.92,-25.07
"Didelphis aurita",-48.26,-25.15
"Didelphis aurita",-48.89,-25.47
"Didelphis aurita",-48.64,-25.61
"Didelphis aurita",-48.6,-25.66
"Didelphis aurita",-48.6,-25.74
"Didelphis aurita",-48.55,-26.26
"Didelphis aurita",-51.78,-27.14
"Didelphis aurita",-48.51,-27.6
"Didelphis aurita",-50.39,-29.42
"Didelphis aurita",-50.21,-29.48
"Didelphis aurita",-50.35,-30.38
"Didelphis aurita",-35.07,-7.87
"Euryoryzomys russatus",-39.71,-13.58
"Euryoryzomys russatus",-39.67,-13.86
"Euryoryzomys russatus",-39.45,-13.95
"Euryoryzomys russatus",-39.14,-14.02
"Euryoryzomys russatus",-39.06,-15.17
"Euryoryzomys russatus",-39.39,-15.2
"Euryoryzomys russatus",-39.91,-16.6
"Euryoryzomys russatus",-39.67,-17.29
"Euryoryzomys russatus",-40.53,-19.95
"Euryoryzomys russatus",-40.58,-19.95
"Euryoryzomys russatus",-40.6,-19.96
"Euryoryzomys russatus",-40.58,-19.97
"Euryoryzomys russatus",-44.85,-20.91
"Euryoryzomys russatus",-44.84,-20.92
"Euryoryzomys russatus",-44.92,-21.26
"Euryoryzomys russatus",-44.56,-21.58
"Euryoryzomys russatus",-44.56,-21.59
"Euryoryzomys russatus",-52.37,-22.4
"Euryoryzomys russatus",-42.97,-22.45
"Euryoryzomys russatus",-43.01,-22.47
"Euryoryzomys russatus",-42.86,-22.51
"Euryoryzomys russatus",-42.88,-22.51
"Euryoryzomys russatus",-45.08,-23.32
"Euryoryzomys russatus",-46.6,-23.37
"Euryoryzomys russatus",-45.23,-23.43
"Euryoryzomys russatus",-46.96,-23.67
"Euryoryzomys russatus",-46.95,-23.68
"Euryoryzomys russatus",-46.95,-23.72
"Euryoryzomys russatus",-47,-23.74
"Euryoryzomys russatus",-47.12,-23.77
"Euryoryzomys russatus",-47.69,-23.94
"Euryoryzomys russatus",-55.43,-24.15
"Euryoryzomys russatus",-48.1,-24.22
"Euryoryzomys russatus",-48.33,-24.29
"Euryoryzomys russatus",-47.03,-24.39
"Euryoryzomys russatus",-47.92,-25.07
"Euryoryzomys russatus",-53.65,-25.07
"Euryoryzomys russatus",-48.24,-25.15
"Euryoryzomys russatus",-48.26,-25.15
"Euryoryzomys russatus",-48.89,-25.47
"Euryoryzomys russatus",-48.64,-25.61
"Euryoryzomys russatus",-48.6,-25.66
"Euryoryzomys russatus",-48.6,-25.74
"Euryoryzomys russatus",-48.53,-26.25
"Euryoryzomys russatus",-55.76,-26.46
"Euryoryzomys russatus",-49.67,-26.7
"Euryoryzomys russatus",-49.1,-27.05
"Euryoryzomys russatus",-48.51,-27.53
"Euryoryzomys russatus",-48.51,-27.6
"Euryoryzomys russatus",-49.59,-28.6
"Euryoryzomys russatus",-49.76,-28.84
"Euryoryzomys russatus",-50.08,-29.17
"Euryoryzomys russatus",-50.2,-29.32
"Euryoryzomys russatus",-50.19,-29.38
"Euryoryzomys russatus",-50.39,-29.42
"Euryoryzomys russatus",-50.11,-29.51
"Euryoryzomys russatus",-50.35,-30.38
"Euryoryzomys russatus",-43.63,-19.33
"Euryoryzomys russatus",-48.98,-27.58
"Euryoryzomys russatus",-48.82,-27.73
"Euryoryzomys russatus",-42.68,-21.85
"Euryoryzomys russatus",-48.97,-25.72
"Euryoryzomys russatus",-45.13,-23.8
"Euryoryzomys russatus",-44.33,-23.15
"Euryoryzomys russatus",-44.17,-23.13
"Euryoryzomys russatus",-45.33,-23.78
"Euryoryzomys russatus",-45.92,-23.79
"Euryoryzomys russatus",-39.32,-14.93
"Euryoryzomys russatus",-39.08,-14.7
"Euryoryzomys russatus",-39.1,-14.78
"Euryoryzomys russatus",-39.25,-14.68
"Euryoryzomys russatus",-39.48,-15.18
"Euryoryzomys russatus",-39.07,-15.28
"Euryoryzomys russatus",-48.4,-24.3
"Euryoryzomys russatus",-48.4,-24.22
"Euryoryzomys russatus",-48.4,-24.27
"Euryoryzomys russatus",-50.95,-24.2
"Euryoryzomys russatus",-47.93,-24.05
"Euryoryzomys russatus",-47.92,-24.02
"Euryoryzomys russatus",-48.03,-24.08
"Euryoryzomys russatus",-45.87,-23.63
"Euryoryzomys russatus",-45.93,-23.37
"Euryoryzomys russatus",-40.6,-19.93
"Euryoryzomys russatus",-40.47,-19.88
"Euryoryzomys russatus",-40.09,-19.91
"Euryoryzomys russatus",-40.57,-19.88
"Euryoryzomys russatus",-45.05,-23.43
"Euryoryzomys russatus",-45.13,-23.4
"Euryoryzomys russatus",-45.12,-23.4
"Euryoryzomys russatus",-45.17,-23.48
"Euryzygomatomys spinosus",-43.79,-17.91
"Euryzygomatomys spinosus",-43.41,-19.06
"Euryzygomatomys spinosus",-42.07,-19.43
"Euryzygomatomys spinosus",-42.56,-19.65
"Euryzygomatomys spinosus",-43.83,-20.26
"Euryzygomatomys spinosus",-41.81,-20.42
"Euryzygomatomys spinosus",-42.88,-20.75
"Euryzygomatomys spinosus",-46.64,-20.83
"Euryzygomatomys spinosus",-40.47,-20.36
"Euryzygomatomys spinosus",-41.81,-21.83
"Euryzygomatomys spinosus",-42.65,-22.03
"Euryzygomatomys spinosus",-42.32,-22.17
"Euryzygomatomys spinosus",-44.6,-22.33
"Euryzygomatomys spinosus",-43.18,-22.47
"Euryzygomatomys spinosus",-48.78,-22.13
"Euryzygomatomys spinosus",-46.04,-23.57
"Euryzygomatomys spinosus",-48.05,-23.58
"Euryzygomatomys spinosus",-47.63,-23.44
"Euryzygomatomys spinosus",-50.59,-24.32
"Euryzygomatomys spinosus",-53.38,-25.48
"Euryzygomatomys spinosus",-48.81,-25.79
"Euryzygomatomys spinosus",-48.83,-26.3
"Euryzygomatomys spinosus",-49.27,-26.74
"Euryzygomatomys spinosus",-53.71,-27.17
"Euryzygomatomys spinosus",-48.78,-27.69
"Euryzygomatomys spinosus",-52.31,-27.35
"Euryzygomatomys spinosus",-50.08,-29.17
"Euryzygomatomys spinosus",-52.2,-29.53
"Euryzygomatomys spinosus",-51.42,-30.62
"Euryzygomatomys spinosus",-56.43,-25.75
"Euryzygomatomys spinosus",-57.1,-22.15
"Euryzygomatomys spinosus",-54.85,-26.54
"Euryzygomatomys spinosus",-54.98,-27.11
"Gracilinanus microtarsus",-39.06,-15.17
"Gracilinanus microtarsus",-39.17,-15.21
"Gracilinanus microtarsus",-39.37,-15.97
"Gracilinanus microtarsus",-39.91,-16.6
"Gracilinanus microtarsus",-40.07,-19.15
"Gracilinanus microtarsus",-40.53,-19.95
"Gracilinanus microtarsus",-40.58,-19.95
"Gracilinanus microtarsus",-40.6,-19.96
"Gracilinanus microtarsus",-40.54,-19.97
"Gracilinanus microtarsus",-40.58,-19.97
"Gracilinanus microtarsus",-40.47,-20.38
"Gracilinanus microtarsus",-40.45,-20.39
"Gracilinanus microtarsus",-40.6,-20.77
"Gracilinanus microtarsus",-44.85,-20.91
"Gracilinanus microtarsus",-44.92,-21.26
"Gracilinanus microtarsus",-44.99,-21.29
"Gracilinanus microtarsus",-44.99,-21.3
"Gracilinanus microtarsus",-44.56,-21.58
"Gracilinanus microtarsus",-44.58,-21.59
"Gracilinanus microtarsus",-42.93,-22.36
"Gracilinanus microtarsus",-42.97,-22.45
"Gracilinanus microtarsus",-43.01,-22.47
"Gracilinanus microtarsus",-48.47,-23.34
"Gracilinanus microtarsus",-48.44,-23.39
"Gracilinanus microtarsus",-46.96,-23.67
"Gracilinanus microtarsus",-46.95,-23.68
"Gracilinanus microtarsus",-46.95,-23.72
"Gracilinanus microtarsus",-47,-23.74
"Gracilinanus microtarsus",-47.67,-23.93
"Gracilinanus microtarsus",-48.1,-24.22
"Gracilinanus microtarsus",-48.33,-24.29
"Gracilinanus microtarsus",-48.89,-25.47
"Gracilinanus microtarsus",-51.33,-26.43
"Gracilinanus microtarsus",-49.67,-26.7
"Gracilinanus microtarsus",-51.78,-27.14
"Gracilinanus microtarsus",-53.03,-27.44
"Gracilinanus microtarsus",-48.51,-27.6
"Gracilinanus microtarsus",-49.6,-28.61
"Gracilinanus microtarsus",-50.39,-29.42
"Gracilinanus microtarsus",-50.11,-29.51
"Gracilinanus microtarsus",-44.18,-23.18
"Gracilinanus microtarsus",-44.1,-22.92
"Gracilinanus microtarsus",-43,-22.48
"Gracilinanus microtarsus",-41.07,-21.4
"Gracilinanus microtarsus",-43.17,-18.08
"Gracilinanus microtarsus",-43.53,-18.38
"Gracilinanus microtarsus",-39.38,-17.88
"Gracilinanus microtarsus",-41.33,-13
"Gracilinanus microtarsus",-41.35,-12.57
"Juliomys ossitenuis",-46.96,-23.67
"Juliomys ossitenuis",-49.67,-26.7
"Juliomys ossitenuis",-41,-20.52
"Juliomys ossitenuis",-41.81,-20.46
"Juliomys ossitenuis",-42.48,-20.72
"Juliomys ossitenuis",-45.08,-22.47
"Juliomys ossitenuis",-42.59,-22.27
"Juliomys ossitenuis",-43,-22.27
"Juliomys ossitenuis",-44.37,-22.8
"Juliomys ossitenuis",-47.03,-23.68
"Juliomys ossitenuis",-47,-23.76
"Juliomys ossitenuis",-47.01,-23.78
"Juliomys ossitenuis",-47.47,-23.85
"Juliomys ossitenuis",-47.48,-23.88
"Juliomys ossitenuis",-47.45,-23.92
"Juliomys ossitenuis",-47.51,-23.97
"Juliomys ossitenuis",-48.37,-24.05
"Juliomys ossitenuis",-48.4,-24.22
"Juliomys ossitenuis",-48.33,-24.17
"Juliomys ossitenuis",-49.95,-24.56
"Juliomys ossitenuis",-49.66,-26.71
"Juliomys ossitenuis",-50.21,-29.49
"Juliomys pictipes",-43.35,-19.87
"Juliomys pictipes",-43.37,-19.9
"Juliomys pictipes",-40.58,-19.97
"Juliomys pictipes",-44.58,-21.59
"Juliomys pictipes",-43.01,-22.47
"Juliomys pictipes",-52.28,-22.52
"Juliomys pictipes",-45.08,-23.32
"Juliomys pictipes",-48.47,-23.34
"Juliomys pictipes",-46.6,-23.37
"Juliomys pictipes",-48.44,-23.39
"Juliomys pictipes",-45.23,-23.43
"Juliomys pictipes",-46.96,-23.67
"Juliomys pictipes",-46.95,-23.68
"Juliomys pictipes",-46.95,-23.72
"Juliomys pictipes",-47,-23.74
"Juliomys pictipes",-55.43,-24.15
"Juliomys pictipes",-48.1,-24.22
"Juliomys pictipes",-48.33,-24.29
"Juliomys pictipes",-55.35,-24.54
"Juliomys pictipes",-54.47,-24.82
"Juliomys pictipes",-47.92,-25.07
"Juliomys pictipes",-48.89,-25.47
"Juliomys pictipes",-48.64,-25.61
"Juliomys pictipes",-48.6,-25.74
"Juliomys pictipes",-55.76,-26.46
"Juliomys pictipes",-49.67,-26.7
"Juliomys pictipes",-48.51,-27.6
"Juliomys pictipes",-50.35,-30.38
"Juliomys pictipes",-40.51,-20.28
"Juliomys pictipes",-43.5,-20.08
"Juliomys pictipes",-43.15,-19.38
"Juliomys pictipes",-43.01,-22.27
"Juliomys pictipes",-43,-22.27
"Juliomys pictipes",-42.51,-22.31
"Juliomys pictipes",-42.98,-22.43
"Juliomys pictipes",-44.34,-23.01
"Juliomys pictipes",-45.31,-23.22
"Juliomys pictipes",-47.41,-23.72
"Juliomys pictipes",-46.15,-23.47
"Juliomys pictipes",-47.63,-23.44
"Juliomys pictipes",-46.58,-23.8
"Juliomys pictipes",-48.7,-23.81
"Juliomys pictipes",-48.37,-24.05
"Juliomys pictipes",-48.4,-24.22
"Juliomys pictipes",-48.39,-24.06
"Juliomys pictipes",-48.37,-24.22
"Juliomys pictipes",-48.24,-24.18
"Juliomys pictipes",-48.42,-24.33
"Juliomys pictipes",-50.55,-24.2
"Juliomys pictipes",-48.55,-25.26
"Juliomys pictipes",-49.11,-26.56
"Juliomys pictipes",-49.4,-26.57
"Juliomys pictipes",-49.5,-27.3
"Juliomys pictipes",-48.81,-27.74
"Juliomys pictipes",-51.1,-29.56
"Juliomys pictipes",-53.88,-27.2
"Juliomys pictipes",-54.95,-27.08
"Juliomys pictipes",-54.43,-25.68
"Juliomys pictipes",-54.76,-26.62
"Juliomys pictipes",-54.45,-24.8
"Kannabateomys amblyonyx",-40.54,-18.88
"Kannabateomys amblyonyx",-40.58,-18.88
"Kannabateomys amblyonyx",-42.67,-19.12
"Kannabateomys amblyonyx",-43.23,-19.12
"Kannabateomys amblyonyx",-40.53,-19.95
"Kannabateomys amblyonyx",-43.27,-20.45
"Kannabateomys amblyonyx",-42.83,-20.75
"Kannabateomys amblyonyx",-42.73,-21.24
"Kannabateomys amblyonyx",-42.76,-21.36
"Kannabateomys amblyonyx",-42.52,-21.39
"Kannabateomys amblyonyx",-42.78,-21.46
"Kannabateomys amblyonyx",-42.85,-21.47
"Kannabateomys amblyonyx",-43.18,-21.89
"Kannabateomys amblyonyx",-43.21,-22.03
"Kannabateomys amblyonyx",-42.85,-22.33
"Kannabateomys amblyonyx",-42.51,-22.41
"Kannabateomys amblyonyx",-44.3,-22.42
"Kannabateomys amblyonyx",-44.57,-22.49
"Kannabateomys amblyonyx",-43.16,-22.52
"Kannabateomys amblyonyx",-43.48,-22.61
"Kannabateomys amblyonyx",-45.2,-22.61
"Kannabateomys amblyonyx",-44.57,-22.64
"Kannabateomys amblyonyx",-43.75,-22.67
"Kannabateomys amblyonyx",-44.38,-22.88
"Kannabateomys amblyonyx",-45.09,-23.32
"Kannabateomys amblyonyx",-46.03,-23.41
"Kannabateomys amblyonyx",-45.08,-23.43
"Kannabateomys amblyonyx",-47.64,-23.44
"Kannabateomys amblyonyx",-47.7,-23.47
"Kannabateomys amblyonyx",-46.86,-23.65
"Kannabateomys amblyonyx",-46.33,-23.96
"Kannabateomys amblyonyx",-48.26,-24.16
"Kannabateomys amblyonyx",-48.35,-24.16
"Kannabateomys amblyonyx",-47.85,-24.32
"Kannabateomys amblyonyx",-47.81,-24.36
"Kannabateomys amblyonyx",-47.55,-24.7
"Kannabateomys amblyonyx",-47.57,-24.71
"Kannabateomys amblyonyx",-48.24,-25.42
"Kannabateomys amblyonyx",-53.5,-25.54
"Kannabateomys amblyonyx",-56.96,-25.67
"Kannabateomys amblyonyx",-54.45,-25.68
"Kannabateomys amblyonyx",-49.25,-26.44
"Kannabateomys amblyonyx",-52.55,-26.67
"Kannabateomys amblyonyx",-49.67,-26.7
"Kannabateomys amblyonyx",-54.72,-27.02
"Kannabateomys amblyonyx",-49.15,-27.05
"Kannabateomys amblyonyx",-52.76,-27.11
"Kannabateomys amblyonyx",-48.52,-27.13
"Kannabateomys amblyonyx",-48.51,-27.6
"Kannabateomys amblyonyx",-48.96,-27.77
"Kannabateomys amblyonyx",-52.66,-28.69
"Kannabateomys amblyonyx",-50.4,-29.42
"Kannabateomys amblyonyx",-55.13,-29.56
"Kannabateomys amblyonyx",-50.17,-29.68
"Kannabateomys amblyonyx",-51.4,-29.86
"Kannabateomys amblyonyx",-50.3,-29.88
"Kannabateomys amblyonyx",-51.02,-29.9
"Kannabateomys amblyonyx",-51.02,-30.29
"Kannabateomys amblyonyx",-50.35,-30.38
"Marmosa paraguayana",-50.35,-30.38
"Marmosa paraguayana",-50.11,-29.51
"Marmosa paraguayana",-50.21,-29.48
"Marmosa paraguayana",-49.76,-29.37
"Marmosa paraguayana",-49.59,-28.62
"Marmosa paraguayana",-48.51,-27.6
"Marmosa paraguayana",-51.78,-27.14
"Marmosa paraguayana",-49.67,-26.7
"Marmosa paraguayana",-55.76,-26.46
"Marmosa paraguayana",-48.55,-26.26
"Marmosa paraguayana",-48.64,-25.61
"Marmosa paraguayana",-48.89,-25.47
"Marmosa paraguayana",-53.65,-25.07
"Marmosa paraguayana",-54.47,-24.82
"Marmosa paraguayana",-55.35,-24.54
"Marmosa paraguayana",-48.09,-24.23
"Marmosa paraguayana",-47.69,-23.94
"Marmosa paraguayana",-47.12,-23.77
"Marmosa paraguayana",-46.95,-23.72
"Marmosa paraguayana",-46.95,-23.68
"Marmosa paraguayana",-46.96,-23.67
"Marmosa paraguayana",-48.47,-23.35
"Marmosa paraguayana",-44.09,-22.98
"Marmosa paraguayana",-43.45,-22.95
"Marmosa paraguayana",-43.46,-22.94
"Marmosa paraguayana",-42.86,-22.59
"Marmosa paraguayana",-42.9,-22.58
"Marmosa paraguayana",-42.95,-22.56
"Marmosa paraguayana",-42.33,-22.54
"Marmosa paraguayana",-42.8,-22.54
"Marmosa paraguayana",-42.84,-22.54
"Marmosa paraguayana",-42.91,-22.54
"Marmosa paraguayana",-42.35,-22.53
"Marmosa paraguayana",-42.79,-22.52
"Marmosa paraguayana",-52.28,-22.52
"Marmosa paraguayana",-42.76,-22.47
"Marmosa paraguayana",-43.01,-22.47
"Marmosa paraguayana",-52.37,-22.4
"Marmosa paraguayana",-47.48,-22.36
"Marmosa paraguayana",-40.6,-20.77
"Marmosa paraguayana",-40.45,-20.39
"Marmosa paraguayana",-40.46,-20.39
"Marmosa paraguayana",-40.46,-20.37
"Marmosa paraguayana",-40.54,-19.97
"Marmosa paraguayana",-40.58,-19.97
"Marmosa paraguayana",-40.53,-19.95
"Marmosa paraguayana",-42.55,-19.55
"Marmosops incanus",-37.29,-10.81
"Marmosops incanus",-37.42,-11.26
"Marmosops incanus",-39.71,-13.58
"Marmosops incanus",-39.23,-13.7
"Marmosops incanus",-39.45,-13.95
"Marmosops incanus",-39.14,-14.02
"Marmosops incanus",-39.09,-14.34
"Marmosops incanus",-39.53,-15.16
"Marmosops incanus",-39.06,-15.17
"Marmosops incanus",-39.64,-15.93
"Marmosops incanus",-39.42,-16.29
"Marmosops incanus",-39.91,-16.6
"Marmosops incanus",-39.67,-17.29
"Marmosops incanus",-40.07,-19.15
"Marmosops incanus",-42.55,-19.55
"Marmosops incanus",-43.35,-19.87
"Marmosops incanus",-43.37,-19.9
"Marmosops incanus",-40.53,-19.95
"Marmosops incanus",-40.58,-19.95
"Marmosops incanus",-40.6,-19.96
"Marmosops incanus",-40.54,-19.97
"Marmosops incanus",-40.58,-19.97
"Marmosops incanus",-40.48,-20.37
"Marmosops incanus",-40.45,-20.38
"Marmosops incanus",-40.47,-20.38
"Marmosops incanus",-44.84,-20.92
"Marmosops incanus",-44.92,-21.26
"Marmosops incanus",-44.99,-21.3
"Marmosops incanus",-41.87,-21.48
"Marmosops incanus",-44.56,-21.58
